object_id,changed,previous_caption,corrected_caption,previous_attributes,corrected_attributes,reviewer_note
03001627_13990109140043c919fb4103277a6b93,True,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, four or more legs, and concavity.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_concavity,"Compact sofa-like armchair with rounded upholstered shell, broad flat concave seat, back, arms, and small visible legs."
03001627_13b6648bdc843b767b5f4d129cc2873d,True,"A chair with single main body, distinct seat, backrest, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, four or more legs, thin supports, and open gaps.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_open_gaps,"Simple chair with flat seat, vertical back panel, four thin legs, and open gaps below and behind the seat."
03001627_13bc03eca6aad4b2d7bf6fb68df7f786,True,"A chair with single main body, distinct seat, backrest, armrests, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, armrests, thin supports, cross braces or bars, open gaps, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_armrests; has_thin_supports; has_cross_braces_or_bars; has_open_gaps; has_cylindrical_parts,"Folding lounge/deck chair with sling-like flat seat and back, armrests, tubular side frames, cross braces, and open frame gaps; supports are not four ordinary independent legs."
03001627_13c18609602e4ced37b2bb75885cfc44,True,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A chair with flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, pedestal or central support, star base or wheels, concavity, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_pedestal_or_central_support; has_star_base_or_wheels,has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_pedestal_or_central_support; has_star_base_or_wheels; has_concavity; has_cylindrical_parts,"Lounge chair with a separate ottoman, padded curved cushions, arms, head/back support, central pedestal/star bases, and cylindrical rods; because it has an ottoman it is not a single main body and it does not have four ordinary legs."
03001627_13cdc9e018a811a3ad484915511ccff6,True,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, armrests, thin supports, cross braces or bars, open gaps, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests; has_thin_supports; has_cross_braces_or_bars; has_open_gaps; has_cylindrical_parts,"Cantilever chair with a curved seat/back shell, armrests, tubular sled-like side frame, cross bars, and open gaps; it is not supported by four independent legs and is not primarily boxy."
03001627_13d3462293023fe71f530727405d60cf,True,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, and concavity.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_concavity,"Low sofa-like armchair with flat seat basin, boxy arms and back, a concave seating area, and short visible feet/legs."
03001627_13d4fceabfda96c0bff8d8db0f9298ac,True,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, armrests, four or more legs, thin supports, open gaps, and asymmetry.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_open_gaps; has_asymmetry,"Tall high-back chair with flat seat, curved back shell, thin legs, open under-seat gaps, and an asymmetric one-sided arm/support visible from top and oblique views."
03001627_13e29ccc0722f4f958df8eeaf3dad1c,True,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, and open gaps.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_open_gaps,"Boxy armchair with flat seat, backrest, arm panels, four visible legs, and open space beneath/behind the seat."
03001627_13fdf00cde077f562f6f52615fb75fca,True,"A chair with single main body, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes thin supports, cross braces or bars, and slats.","A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, four or more legs, thin supports, cross braces or bars, slats, and open gaps.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats; has_open_gaps,"Simple ladder-back chair with flat seat, four thin legs, horizontal back slats/bars, and open gaps through the back and under the seat."
03001627_1459c329e2123d4fe5b03ab845ae95c,True,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, and concavity.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity,"Chunky boxy armchair with flat concave seat, high arms, and back; support is a solid base/side mass rather than four visible independent legs."
03001627_1512e3c41de7a461e10a48f2bbb9bef4,True,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, four or more legs, and concavity.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_concavity,"Armless low lounge/bench chair with boxy flat seat, vertical back, shallow concavity, and small visible feet; no armrests are visible."
03001627_17352867f5661212c8687ff9b0b4e4ac,True,"A chair with single main body, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes slats and perforations or holes.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, four or more legs, and perforations or holes.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_slats; has_perforations_or_holes,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_four_or_more_legs; has_perforations_or_holes,"Tall arched-back chair with flat seat, four legs, and clear cut-through rectangular holes in the back; these are perforations rather than separate slats."
03001627_174019d47144a9462fa77440dcb93214,True,"A chair with single main body, curved shell, distinct seat, backrest, armrests, and four or more legs.","A chair with single main body, flat horizontal surface, curved shell, distinct seat, backrest, armrests, thin supports, cross braces or bars, open gaps, concavity, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_distinct_seat; has_backrest; has_armrests; has_thin_supports; has_cross_braces_or_bars; has_open_gaps; has_concavity; has_cylindrical_parts,"Curved lounge armchair with a shell-like seat/back, tubular sled frame, arms, cross bars, open gaps, and concave seating; the support is a continuous frame rather than four independent legs."
03001627_175e2a8cd6e9866ab37303b6dde16342,True,"A chair with single main body, distinct seat, backrest, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, four or more legs, and open gaps.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_four_or_more_legs; has_open_gaps,"Narrow chair with rounded tall back, flat seat, four visible supports, and open gaps below the seat/back; small surface marks are not reliable perforations."
03001627_1762c260d358a1751b17743c18fb63dc,True,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs. Reconstruction-relevant geometry includes thin supports, cross braces or bars, slats, cylindrical parts, and partly hidden supports.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, armrests, four or more legs, thin supports, cross braces or bars, open gaps, concavity, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats; has_cylindrical_parts; has_occluded_or_hidden_supports,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_open_gaps; has_concavity; has_cylindrical_parts,"Tubular armchair with curved sling-like seat/back, arms, four thin cylindrical legs, side rails/cross bars, open frame gaps, and concave seating; visible shading bands are not separate slats."
03001627_1767c5e3771b0510f5225bf5a419e95,True,"A chair with single main body, curved shell, distinct seat, and backrest.","A chair with single main body, flat horizontal surface, curved shell, distinct seat, backrest, pedestal or central support, concavity, and cylindrical parts.",has_single_main_body; has_curved_shell; has_distinct_seat; has_backrest,has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_distinct_seat; has_backrest; has_pedestal_or_central_support; has_concavity; has_cylindrical_parts,"Egg/ball chair with a rounded curved shell, recessed concave seat/back, circular rim/base, and central pedestal support; it has no ordinary legs or separate armrests."
03001627_1769c3cf3391d5c1a1d7c136d0e341,True,"A chair with single main body, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes slats.","A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, four or more legs, cross braces or bars, and open gaps.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_slats,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_cross_braces_or_bars; has_open_gaps,"Simple chair with flat seat, vertical back, four legs, lower rails/cross bars, and open gaps; shallow back-panel grooves are not separate slats."
03001627_177849848dc83fb9cb85ba5866080618,True,"A chair with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, pedestal or central support, star base or wheels, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_pedestal_or_central_support; has_star_base_or_wheels,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_pedestal_or_central_support; has_star_base_or_wheels; has_cylindrical_parts,"Armless swivel office chair with rounded back/seat, central gas-lift pedestal, five-star wheeled base, and cylindrical supports; it has no four ordinary legs or clear armrests."
03001627_17883ea5a837f5731250f48219951972,True,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, and pedestal or central support.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_pedestal_or_central_support,"Blocky chair with flat seat, vertical back, and a solid central/continuous base; the lower support is not four independent legs."
03001627_179b88264e7f96468b442b160bcfb7fd,True,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, open gaps, and concavity.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_open_gaps; has_concavity,"Boxy armchair with curved lower side panels, flat concave seat, back and arms; the base is formed by side panels with openings, not four separate legs."
03001627_17ab0917e215e4fcfd300048280f015a,True,"A chair with single main body, distinct seat, backrest, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, four or more legs, and open gaps.",has_single_main_body; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_four_or_more_legs; has_open_gaps,"Small chair with rounded vertical back, flat seat, four blocky legs, and open gaps around the legs/under the seat."
03001627_17aeeadccf0e560e274b862d3a151946,True,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes slats.","A chair with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, four or more legs, open gaps, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_slats,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_open_gaps; has_cylindrical_parts,"Rectangular chair with flat seat, vertical back, four rounded/cylindrical legs, and open gaps beneath the seat; concentric back-panel grooves are decorative relief, not separate slats."
03001627_17b558e72a4d76ef8517036a5ca6b1c7,True,"A chair with single main body, distinct seat, backrest, armrests, and four or more legs. Reconstruction-relevant geometry includes slats.","A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, armrests, four or more legs, thin supports, cross braces or bars, slats, open gaps, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_slats,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats; has_open_gaps; has_cylindrical_parts,"Windsor-style armchair with flat seat, arched slatted/rod back, arms, four thin legs, cross rails, open gaps between rods, and cylindrical members."
03001627_17b77403b80de623f1783a44a88d6274,True,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes slats, perforations or holes, open gaps, and cylindrical parts.","A chair with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, cross braces or bars, slats, open gaps, and concavity.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_slats; has_perforations_or_holes; has_open_gaps; has_cylindrical_parts,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_cross_braces_or_bars; has_slats; has_open_gaps; has_concavity,"Boxy slatted armchair with flat concave seat, back, arms, four legs, rectangular slats/rails, and open gaps; gaps come from slats rather than separate perforated panels, and parts are not clearly cylindrical."
03001627_17b7a0e3c70dbc3d90a6b1b2b5522960,True,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs.","A chair with flat horizontal surface, curved shell, distinct seat, backrest, four or more legs, cross braces or bars, open gaps, and cylindrical parts.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,has_flat_horizontal_surface; has_curved_shell; has_distinct_seat; has_backrest; has_four_or_more_legs; has_cross_braces_or_bars; has_open_gaps; has_cylindrical_parts,"Three connected stadium/waiting-room seats on a shared support bar; it has multiple seats/backrests rather than one single main body, with curved shells, support bars, open gaps, and several small supports."
03001627_17d4c0f1b707e6dd19fb4103277a6b93,True,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, armrests, four or more legs, thin supports, open gaps, concavity, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_open_gaps; has_concavity; has_cylindrical_parts,"Armchair with curved back and arms, flat concave seat, four slender legs, open side/under-seat gaps, and rounded cylindrical-looking rails/legs; it is not primarily boxy."
03001627_17d7a3e8badbd881fceff3d071111703,True,"A chair with single main body, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes thin supports, cross braces or bars, slats, and cylindrical parts.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, four or more legs, thin supports, cross braces or bars, slats, open gaps, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats; has_cylindrical_parts,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats; has_open_gaps; has_cylindrical_parts,"Tall narrow chair with flat seat, curved/rounded top back, vertical rod slats, four thin cylindrical legs, cross bars, and open gaps."
03001627_17dee0cfe9a370b134bce1184e175df4,True,"A chair with single main body, boxy volume, curved shell, flat horizontal surface, distinct seat, and backrest.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, open gaps, concavity, and asymmetry.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_open_gaps; has_concavity; has_asymmetry,"Sculptural chair with flat seat, tall back, large curved side/arm support, concave seating, and open arches; support is a solid curved side/base rather than four visible legs, and the silhouette is asymmetric."
03001627_17e916fc863540ee3def89b32cef8e45,True,"A chair with single main body, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes slats.","A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, four or more legs, thin supports, cross braces or bars, perforations or holes, open gaps, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_slats,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_perforations_or_holes; has_open_gaps; has_cylindrical_parts,"Decorative high-back chair with flat seat, four legs, lower rails, thin rounded posts, and open/keyhole-like cutouts in the back; openings are better described as perforations/open gaps than plain slats."
03001627_17f9eb6c0d818d45d7b20fded0142d7a,True,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, four or more legs, concavity, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_concavity; has_cylindrical_parts,"Boxy upholstered armchair with flat concave seat, back, rolled cylindrical arms, rounded cushion surfaces, and small visible feet/legs."
03001627_18005751014e6ee9747c474f2e537e26,True,"A chair with single main body, distinct seat, backrest, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, four or more legs, thin supports, open gaps, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_open_gaps; has_cylindrical_parts,"Very tall narrow chair with curved high back, flat seat, four thin curved legs, open under-seat gaps, and rounded/cylindrical supports."
03001627_1803116582841b39a8ecfcf20e8cc0a,True,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes slats.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, four or more legs, cross braces or bars, slats, open gaps, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_slats,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_four_or_more_legs; has_cross_braces_or_bars; has_slats; has_open_gaps; has_cylindrical_parts,"Ornate chair with flat seat, four rounded legs, cross rails, arched/curved high back, open vertical back members/slats, and open gaps; it is not primarily boxy."
03001627_18052e6175456b9e7984fb9ec7e40829,True,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, pedestal or central support, and open gaps.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_pedestal_or_central_support; has_open_gaps,"Minimal Z-shaped chair with flat seat, vertical back, and a single continuous zig-zag central base; the open side void is visible, but there are no four independent legs."
03001627_181b65afaeca2ee1a6536c847a708e24,True,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, and concavity.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_concavity,"Large boxy armchair with flat concave seat, high arms, backrest, and short visible feet/legs."
03001627_1820138eca42749262e4024c69de065d,True,"A chair with single main body, flat horizontal surface, distinct seat, backrest, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, armrests, four or more legs, thin supports, open gaps, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_open_gaps; has_cylindrical_parts,"Slim side chair with flat seat, slightly curved back, thin arm/side rails, four thin cylindrical legs, and open gaps around the frame."
03001627_1825f6f71e68da9da36af77e45b32071,True,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes slats and cylindrical parts.","A chair with single main body, flat horizontal surface, distinct seat, backrest, four or more legs, thin supports, cross braces or bars, slats, and open gaps.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_slats; has_cylindrical_parts,has_single_main_body; has_flat_horizontal_surface; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats; has_open_gaps,"Folding/slatted lounge chair with flat slatted seat/back, thin rectangular frame, cross braces, open gaps, and multiple frame supports; members are not clearly cylindrical and the shape is not boxy."
03001627_182c47283b90d8b2d85934de5898f0b,True,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, boxy volume, distinct seat, backrest, armrests, four or more legs, and concavity.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_concavity,"Boxy armchair with flat concave seat, high arms and back, and small visible feet/legs."
03001627_183974726abab0454aa6191ddaf4b676,True,"A chair with single main body, boxy volume, distinct seat, backrest, and armrests.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, concavity, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_concavity; has_cylindrical_parts,"Boxy upholstered armchair/sofa with flat concave seat, vertical back, rolled cylindrical arms, and solid side/base mass; no four independent legs are visible."
03001627_184007a6dee70847c2a9692bf3ba76d3,True,"A chair with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, pedestal or central support, star base or wheels, concavity, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_pedestal_or_central_support; has_star_base_or_wheels,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_pedestal_or_central_support; has_star_base_or_wheels; has_concavity; has_cylindrical_parts,"Padded office chair with arms, flat concave seat, vertical/curved back, central pedestal, five-star wheeled base, and cylindrical post/arm members; star base is not four ordinary legs."
03001627_1842797b090ce2ecebc1a7ae7c4c250d,True,"A chair with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, four or more legs, concavity, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_concavity; has_cylindrical_parts,"Upholstered armchair with flat concave seat, curved padded shell/back, rolled cylindrical arms, boxy massing, and small visible feet/legs."
03001627_184b4797cea77beb5ca1c42bb8ac17a,True,"A chair with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes thin supports, cross braces or bars, and slats.","A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, four or more legs, thin supports, cross braces or bars, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_open_gaps,"Open rectilinear frame chair with flat seat, vertical back, four frame legs, many thin rails/cross bars, and large open gaps; the grid is better described as bars/open frame rather than surface slats."
